age,income,loan_amount,credit_score,employment_years,debt_to_income,gender,ethnicity,loan_approved
25,47386,6920,504,26,0.5229251811244964,Male,Asian,0
64,95054,48937,636,36,0.7649769389149021,Male,Black,0
54,131562,9188,553,5,0.0024166970849289985,Female,Hispanic,1
20,36184,17207,603,0,0.19834595984464576,Female,Hispanic,0
68,53787,5238,679,5,0.7422331835002525,Female,White,0
50,41621,37972,429,21,0.7457071323186265,Male,Asian,0
45,95564,15799,575,23,0.5764691354965099,Female,Asian,0
64,97984,10552,482,24,0.6126106568380321,Male,White,0
25,79792,33916,567,14,0.0731863663437177,Female,Asian,1
51,65253,9927,621,25,0.4111006678225869,Male,Black,1
52,54051,32964,811,7,0.18526639303119952,Female,Black,1
49,69811,16164,377,23,0.14497443489089382,Male,Hispanic,1
41,50447,42158,638,37,0.6482426392986661,Male,Black,0
31,148046,24071,808,5,0.10803050934443795,Female,Asian,1
49,103930,11160,537,34,0.37492130959710823,Male,White,0
63,143278,20810,433,0,0.7508625916688265,Female,Hispanic,0
60,120037,10126,491,35,0.14866564445227404,Female,White,1
33,50254,35009,655,11,0.7823947389905878,Male,Hispanic,0
21,104045,38584,577,37,0.7954303886088473,Male,Hispanic,0
69,136859,30396,317,10,0.44449372374592233,Female,White,0
54,77418,5192,823,11,0.13611419214172635,Female,Black,1
38,134534,41413,479,38,0.2528839103527165,Female,Black,1
31,34472,17816,422,6,0.3395942661412281,Male,Black,0
48,131193,44082,545,10,0.24745937948657837,Female,Black,1
65,23471,37130,672,35,0.22450846390121262,Male,White,1
35,127332,45142,350,30,0.7777837673730861,Male,Asian,0
24,140312,41468,370,32,0.12269186193259651,Female,Hispanic,0
27,143379,35698,779,12,0.5866623269734899,Female,White,1
24,115804,15655,318,17,0.00032823155133989703,Male,Black,1
50,28329,35075,383,23,0.4769461355219015,Male,Black,0
40,54865,14359,454,8,0.7327544031632419,Male,White,0
38,66850,41661,656,30,0.23034727527457521,Male,Hispanic,1
36,74220,44579,742,9,0.14842078020617536,Female,White,1
65,132234,47056,368,1,0.5213438359027416,Male,White,1
36,113808,38272,822,37,0.5700811258387145,Female,Asian,1
53,128381,47581,442,14,0.550424415161585,Female,White,0
46,26397,19671,491,2,0.25545350401709926,Female,Asian,0
35,117909,32048,686,30,0.2017619217274647,Male,Hispanic,0
19,149004,15738,677,5,0.7647350399696354,Male,White,0
18,55525,30963,834,2,0.7386396066159436,Female,White,0
64,73072,48954,592,10,0.36585328791425625,Female,Black,0
22,110106,11773,308,14,0.6769550929234988,Female,White,0
37,103820,41584,570,27,0.3618587821074368,Female,Black,0
28,104530,34894,686,9,0.33951121445800836,Male,Black,0
59,43284,5717,392,37,0.12541035807943574,Female,Black,0
19,81330,16676,828,6,0.3411248451935783,Male,Hispanic,1
20,103369,9434,453,14,0.42993355087984564,Male,Asian,0
40,45122,42825,704,17,0.018003461942949172,Male,Black,1
29,90553,34100,448,17,0.35529040414032514,Male,White,0
37,101906,9994,566,23,0.6250849747161603,Female,White,1
22,114788,9234,721,1,0.5440368450994159,Male,Black,1
54,82812,8764,771,39,0.5081255910911481,Female,Black,1
55,27999,48949,846,19,0.7276443427497621,Male,White,1
47,42436,42405,825,33,0.014425607860184009,Female,Black,1
26,62963,39872,802,25,0.4456380689537873,Female,Asian,1
51,22096,47215,313,6,0.6298790787277657,Female,Asian,0
61,149940,28185,663,37,0.4330683061610138,Female,Hispanic,0
52,133737,48442,418,29,0.25911644206430334,Female,Black,1
69,45279,46153,537,4,0.10900045207358229,Male,Hispanic,1
39,141092,16999,845,10,0.7100504574529531,Female,Hispanic,1
61,128899,41487,468,0,0.3766099139100824,Male,Hispanic,0
41,134245,7581,821,33,0.7024921575885612,Female,Black,1
34,46201,7763,815,0,0.4686816979465347,Male,Hispanic,1
27,39715,32374,696,18,0.5393536932920007,Male,Asian,0
47,49309,43759,405,1,0.64340892350276,Male,Hispanic,0
63,35078,15531,384,20,0.5273244356801076,Female,Asian,0
40,76614,30307,513,19,0.3184438725431502,Male,Asian,0
49,25105,35835,420,22,0.4109067071429208,Female,Black,0
34,137666,16064,431,20,0.642436419740704,Female,Hispanic,0
67,114848,16312,496,23,0.2989202370983874,Male,Black,1
68,22839,42548,318,3,0.31049716541479766,Male,Asian,0
34,88920,41945,311,11,0.07655209284640092,Female,White,1
31,63619,11476,380,21,0.7316675481773982,Female,Hispanic,0
26,62821,29565,629,19,0.07282905195635339,Female,Black,0
57,145736,7382,691,17,0.5185673419588447,Female,White,0
19,33493,27463,606,0,0.3305555830422382,Female,Hispanic,0
62,37069,38402,566,29,0.3244955122043539,Female,Hispanic,0
42,132443,31345,746,32,0.5436414692581472,Male,Black,1
56,27531,49764,740,23,0.05367498610390298,Female,White,1
26,57051,31946,301,13,0.4749646263611477,Female,Black,0
39,27736,19162,819,35,0.6176254287778838,Male,Hispanic,0
60,27710,13397,608,4,0.6625702063092754,Male,Hispanic,0
63,87155,27335,821,10,0.13642431151502024,Male,Asian,1
21,33975,19394,768,23,0.717935240062539,Female,Hispanic,0
43,82424,32197,511,30,0.5249168734779538,Male,Hispanic,1
46,65603,27010,411,12,0.7054838406565462,Male,White,0
62,43252,29123,307,15,0.38822457368815866,Female,White,0
51,100797,27387,776,23,0.4336266760777616,Female,Asian,1
40,21431,7890,759,12,0.735230621622937,Female,Asian,1
54,94603,32769,552,23,0.7199276346837374,Female,Asian,0
28,57481,48626,825,25,0.35852869869520165,Male,Black,1
23,112573,13026,737,1,0.21953010530854541,Female,Black,1
35,29557,8306,535,15,0.31453634765141136,Male,Asian,0
38,94971,38665,605,37,0.3102114628237998,Female,Black,0
59,123302,14277,777,0,0.22949349998623517,Male,Hispanic,1
53,20162,47239,319,10,0.21486368346637327,Female,Asian,0
58,54742,19683,515,34,0.6888503491837756,Female,Asian,0
55,39675,5670,434,28,0.05588953654772935,Female,Black,0
51,93997,28675,428,36,0.5420889456796754,Male,White,1
34,37015,22889,709,16,0.13825604116516185,Male,Asian,1
54,70057,49535,721,38,0.2756047147152506,Male,Black,1
42,52591,18006,593,27,0.04923442730786949,Female,Black,0
55,113583,31531,545,28,0.21597890948436965,Male,White,1
29,146133,26639,385,2,0.6147368568937938,Female,Asian,0
40,120318,21633,674,9,0.7080122596378069,Female,White,0
59,29833,39660,745,13,0.17722172152189364,Female,Hispanic,0
39,27896,8439,677,11,0.3708382714071375,Male,White,0
38,52972,37172,689,29,0.37625923834976516,Female,White,0
44,69733,40622,350,31,0.6988602446077874,Male,Black,1
48,140363,16577,541,31,0.6102392423006444,Female,White,0
23,61800,16763,593,31,0.4104617746944399,Female,Hispanic,0
44,116044,25176,565,25,0.5365977603774187,Female,Black,0
57,25347,49386,419,0,0.6778840431274935,Male,Hispanic,0
51,79063,29255,547,1,0.007631163220435955,Male,White,1
29,115850,46003,369,16,0.3223120248400389,Female,Hispanic,0
62,22643,24996,356,29,0.7257945338216629,Male,Hispanic,0
24,60785,40386,681,38,0.5922504246751611,Male,White,0
27,38681,26062,338,6,0.4342730994672597,Female,White,0
62,70026,40931,742,26,0.4237156216281068,Female,Black,1
34,123864,40710,317,8,0.27821607808355026,Male,Black,1
43,35892,39693,651,21,0.4164164269132116,Female,Asian,0
38,67299,40740,597,33,0.5243065595707627,Female,Black,0
45,37073,16705,582,0,0.3346904307430345,Male,White,0
63,122304,48408,409,8,0.5713225171137392,Male,Hispanic,0
19,50682,33047,479,19,0.6889857818083087,Female,Hispanic,0
60,117798,15966,843,18,0.12374787854788893,Male,Black,1
18,146021,22374,324,35,0.3612376182539396,Male,Black,1
68,116894,16138,356,39,0.3264160730280649,Female,White,0
53,144302,20935,479,3,0.5499718432397825,Female,Hispanic,0
68,34289,5489,531,8,0.1998939722063435,Female,Asian,0
43,135359,49516,642,21,0.512200731961821,Female,Asian,0
46,27927,27260,776,17,0.7019913933851905,Male,Black,1
38,68330,31069,754,11,0.3345052798348982,Male,Asian,1
28,86707,24275,531,38,0.7288125599833761,Female,White,0
57,140279,41284,588,8,0.7945309911467828,Female,Asian,0
28,97454,44178,512,5,0.08487363995836167,Female,Black,0
53,127439,37821,557,18,0.18644255038788693,Female,White,1
66,124646,21999,829,6,0.7603038011856746,Male,Hispanic,1
56,85428,43712,528,15,0.7666621491851094,Male,White,0
57,70601,45172,525,4,0.0781658203094068,Female,Black,0
52,97465,38722,734,15,0.011998800301709345,Female,Black,1
51,22539,15625,701,0,0.1288800186051378,Male,Asian,1
64,122263,6629,387,36,0.7968102267057987,Male,Asian,0
41,131487,15973,841,38,0.1439996932885495,Male,Hispanic,1
39,42669,11859,608,18,0.40203808537761854,Male,Hispanic,0
22,90968,46609,642,36,0.6787341811444089,Female,Black,0
50,40644,48307,735,16,0.016321288550565072,Male,Black,1
53,38745,41046,476,25,0.48359118580676763,Male,Black,0
64,140852,26839,438,21,0.22162035909569947,Male,Hispanic,1
37,148081,32216,493,7,0.6898679331517853,Female,Black,0
36,48228,23945,485,32,0.22676891941126334,Female,Hispanic,0
52,138358,11539,517,1,0.5494045762255272,Male,Black,1
69,54521,38625,463,29,0.5393757059579175,Male,White,0
60,142788,9886,460,19,0.17719483908771202,Female,White,1
34,117239,12485,824,17,0.027839359894680095,Female,Black,1
62,46928,36455,341,9,0.32739965902831786,Male,White,0
60,38322,21767,509,23,0.23135452157269576,Female,Hispanic,0
51,77714,33453,574,3,0.6471821996909669,Male,Asian,0
26,107896,15744,578,36,0.6402913507642762,Female,White,0
43,82292,42102,550,3,0.3656191617541004,Male,Asian,0
19,49055,17226,609,12,0.48520978025857514,Male,White,0
26,62891,32869,439,24,0.48340761278954014,Female,Hispanic,0
26,101912,27588,845,12,0.6617265187420988,Male,White,1
57,26588,18440,829,17,0.34000193129855805,Female,White,0
34,110536,36709,356,23,0.22035734383240727,Female,Black,0
18,26304,27495,411,1,0.21202793451243798,Female,Asian,0
42,27345,42019,304,32,0.4289538234257633,Male,Asian,0
60,49300,49948,709,18,0.3593185621857701,Male,Hispanic,1
57,44259,5922,713,8,0.35209661678794896,Male,Hispanic,0
59,111006,32526,481,27,0.07290987127176578,Female,Asian,0
42,108553,12957,312,34,0.5748829925521565,Male,Black,0
56,35352,38998,638,38,0.17098935038552857,Male,Black,0
52,149350,48395,558,9,0.1575629041669771,Male,Asian,1
20,53365,29031,389,0,0.3302066562219148,Male,White,0
67,39446,15006,549,20,0.18222267329424113,Female,Asian,0
54,22336,42701,554,8,0.4670866138464123,Male,White,0
61,82032,30939,407,14,0.2971706714675772,Female,Asian,1
61,95415,25324,784,34,0.3591293780742321,Female,White,1
68,117852,27867,557,4,0.4297354572832231,Female,Black,0
47,118876,5203,581,21,0.1628284179854439,Female,Asian,0
55,27521,21544,387,22,0.12460129829242383,Male,Hispanic,0
51,91707,20899,503,6,0.7043375222988839,Male,White,1
29,43481,34063,315,22,0.34697896226513686,Male,Black,0
36,38474,30344,450,24,0.32967488770603137,Female,Hispanic,0
54,66760,8748,553,26,0.028489720218273187,Male,Black,1
61,75718,44486,487,5,0.3983810420699146,Female,White,0
66,64629,6093,628,33,0.4433357772888001,Male,Asian,0
34,65232,20228,843,8,0.44707269676373323,Male,Black,1
27,106544,25884,696,32,0.5656249354583075,Male,Asian,0
66,87169,30183,816,5,0.14198546799280942,Female,Asian,1
64,147941,21034,758,36,0.20177850738449507,Male,Black,1
29,70669,10710,629,30,0.6485843721843302,Female,Black,1
33,98021,47500,468,33,0.7577364934747153,Female,Black,0
41,129153,24259,665,28,0.10874619789385652,Female,Asian,1
36,89184,40959,477,13,0.39811964360417457,Male,Hispanic,0
25,67945,38457,661,35,0.17134100219166948,Male,White,1
48,33140,25143,339,35,0.04805853468398596,Female,Hispanic,0
38,146468,7103,715,14,0.2604026705009083,Female,Asian,1
34,103457,5365,654,7,0.1149501001473702,Female,Black,0
40,34357,49535,554,25,0.567946458747397,Female,Black,0
54,131672,21103,442,35,0.4269803309371556,Female,White,0
33,88673,37510,310,20,0.11506757679224872,Male,White,1
23,141673,29476,325,27,0.007393270724411494,Male,Hispanic,1
25,85633,17742,720,3,0.6465256392193702,Male,Hispanic,1
42,96943,17391,520,15,0.14095552493139804,Female,White,1
35,116111,41940,795,21,0.4849733137766128,Female,Asian,1
42,98258,33901,536,11,0.26953753046139645,Male,Hispanic,1
29,32924,37001,536,15,0.4683887506520285,Male,Black,0
32,89286,20623,518,39,0.2525229015858592,Female,Black,0
43,113269,7378,786,37,0.06955164855380334,Female,Asian,1
58,147563,26372,760,36,0.1783600068462029,Female,White,1
62,94071,49799,443,28,0.15044685318326048,Male,Hispanic,1
43,77326,43437,488,17,0.3424154819517151,Female,Black,1
64,110023,40503,554,9,0.5266270267409259,Female,White,0
49,140101,35746,367,38,0.21104485995708605,Female,Hispanic,0
27,50651,32923,635,17,0.009655948240494362,Male,Asian,0
33,90202,14867,708,0,0.4151498914118055,Female,Black,1
24,68777,46258,599,38,0.4846075914871777,Male,Asian,0
34,36994,38724,656,20,0.7702963952014478,Female,Asian,0
40,87263,14306,555,0,0.4715766424745975,Female,Asian,0
43,79634,44391,652,14,0.3769380475025135,Male,Hispanic,1
38,120158,19908,820,3,0.4587213007181631,Female,Asian,0
39,30800,32081,823,19,0.7423205038896217,Male,Hispanic,0
24,57823,42228,583,9,0.6627025164813171,Female,Hispanic,0
31,128575,28386,611,22,0.2583829866910464,Male,Asian,1
32,83878,33302,398,33,0.1898034909257098,Female,Asian,1
24,38708,24212,496,32,0.21010688989285892,Male,White,0
26,32819,40618,781,33,0.4035368317721704,Male,Black,0
68,94905,15698,525,38,0.5952395609828622,Female,White,0
65,83870,9594,664,9,0.4025753657463697,Male,Black,0
25,29283,30525,667,19,0.05423711666249007,Female,Black,0
67,50573,19282,374,0,0.5788645603519847,Male,White,0
40,98707,19334,341,12,0.6447761029367631,Female,White,0
46,50933,34179,721,0,0.23159829209577573,Female,Black,1
35,25774,11644,480,4,0.5313005914266803,Female,Black,0
48,92055,40618,844,15,0.3412735208435147,Female,Black,1
47,30983,37933,370,14,0.7112954845819544,Male,Hispanic,0
69,116468,48469,404,27,0.6761804465285919,Female,Black,0
56,116334,38687,499,30,0.4203455986477138,Female,Asian,0
52,38133,46073,400,22,0.5532044366508756,Female,Asian,0
35,145555,22375,606,16,0.7066797608176832,Female,Asian,0
59,34939,35926,676,33,0.39657360806262043,Female,White,0
56,20781,41607,698,12,0.2506005923910576,Male,White,0
34,134586,22642,520,13,0.602932910327665,Female,White,0
31,76700,28993,481,10,0.17605300382775343,Male,Black,1
48,47624,49386,606,27,0.31082491840483367,Male,Asian,0
41,26823,26188,821,31,0.6925817896854349,Female,Black,1
52,38489,37596,695,34,0.579537872215452,Female,Hispanic,0
61,138555,32772,303,30,0.3230488041979994,Male,Hispanic,0
62,59961,35857,580,16,0.17179560192668594,Male,White,0
51,139664,15776,514,8,0.28477471266578924,Male,Hispanic,1
20,49118,37835,719,9,0.2272833193819464,Female,Asian,1
54,120417,14788,400,7,0.14087143035508315,Male,Hispanic,1
60,101816,10660,820,20,0.5946663308525254,Male,White,1
57,42263,9478,608,12,0.20165590948013723,Female,Black,0
43,33565,13210,809,4,0.3633339761342111,Male,Hispanic,1
40,40354,15922,362,5,0.30868755746888726,Female,Asian,0
61,62951,41289,525,29,0.7856619029085047,Male,Asian,0
56,111179,38340,404,30,0.31287379531857645,Female,Asian,0
32,43648,44850,724,16,0.06398598623740384,Male,Black,1
66,70729,43163,554,10,0.07186060205766723,Female,Asian,1
21,61971,23642,728,19,0.47260297708245186,Female,White,1
46,38658,16094,733,8,0.4794908413906125,Male,White,1
39,41253,27423,506,1,0.335007192386124,Female,Asian,0
42,84166,38418,327,36,0.3454749538496238,Male,Hispanic,0
30,68563,10741,635,0,0.04314606627269697,Female,Asian,1
35,46390,11838,368,3,0.4132372083114098,Female,White,0
50,108664,8262,812,35,0.40379158030428136,Female,White,1
33,71578,9996,466,24,0.11963945484555563,Female,White,1
62,99025,49594,667,2,0.08307150888874207,Female,Hispanic,0
59,123850,27164,550,8,0.0988579924795924,Female,Hispanic,1
61,52658,40595,469,21,0.08082259719300683,Female,Hispanic,0
19,26852,35257,389,22,0.48776655642940786,Male,White,0
52,147282,19211,745,11,0.15718612192233491,Male,Black,1
59,114986,35453,593,9,0.20114412174997076,Female,Asian,0
51,22551,10232,449,33,0.1388577153211518,Female,Asian,0
47,91947,7217,431,9,0.7662682435588025,Female,White,0
30,81001,29229,732,29,0.6836939705214684,Male,Hispanic,1
30,69159,19232,358,21,0.1843958698812167,Female,Black,0
35,142775,30613,498,5,0.2620530351377008,Male,Black,1
49,71707,19026,514,1,0.16791427384399774,Female,Hispanic,0
49,53243,33554,771,29,0.39350076756865904,Female,Asian,0
52,41800,35908,546,1,0.015688425979402877,Female,Asian,0
56,95939,24610,681,31,0.5370944071174366,Female,Black,0
63,77828,44605,538,15,0.4185265198541133,Female,Black,0
69,27239,12031,666,11,0.7189111426408826,Male,Hispanic,0
46,26710,30515,467,0,0.13151414746273132,Female,Asian,0
66,41384,41484,350,7,0.6432873968489053,Male,Black,0
46,41038,41182,679,12,0.6335688115733726,Male,Asian,0
61,60846,5570,773,14,0.10174495137350954,Female,Black,1
33,107983,37254,379,7,0.3188473793153021,Female,Hispanic,0
61,87821,24288,666,9,0.13612211291561352,Female,Asian,0
64,57991,18288,760,4,0.20377640036603914,Male,Black,1
27,99057,34877,838,18,0.2105969398644355,Male,Black,1
47,133193,23889,751,37,0.44498911522061824,Male,Black,1
42,26971,5917,763,10,0.32912874540837245,Female,Black,1
56,49139,15066,777,19,0.7581862432050444,Male,Hispanic,0
37,105445,34504,719,19,0.10109611355760412,Male,Asian,1
22,97067,11982,513,20,0.778953707880159,Male,Asian,1
18,100257,44104,668,17,0.18451091217141116,Female,White,1
47,104742,23062,413,9,0.6182991491054826,Male,Asian,1
66,57711,21999,802,33,0.27117594093825714,Male,White,1
20,26530,14941,610,25,0.11446511633385113,Female,Black,0
62,31116,28470,768,29,0.686311348196992,Female,Hispanic,0
31,85794,26133,343,8,0.24708871938917057,Female,Hispanic,0
47,20282,49435,714,30,0.5270843233814738,Male,Black,0
67,99473,9529,545,3,0.4531549480693013,Male,White,0
21,21898,22519,383,5,0.3774050475126995,Male,Black,0
35,24135,17192,506,13,0.3966555781188313,Female,Hispanic,0
54,26629,13566,450,3,0.5857903312738301,Male,Hispanic,0
42,129472,12226,827,25,0.07021833129875246,Female,Asian,1
65,145147,42930,464,38,0.5345445295663241,Female,White,0
18,105120,26259,444,16,0.716649681118863,Male,Asian,1
63,139798,39087,336,18,0.04623055761589132,Male,Hispanic,1
32,109087,6141,632,5,0.11252267138693339,Male,Hispanic,1
26,85031,9627,702,28,0.5733055493616251,Female,Asian,1
32,53380,7690,713,10,0.3498253185956941,Female,Asian,0
66,149951,45091,344,15,0.3228388966509507,Male,Hispanic,0
41,132507,8255,701,29,0.1095733076353887,Female,Asian,1
21,37071,10213,505,24,0.4054160325742305,Male,Asian,0
29,40074,41876,361,39,0.1012362489571018,Male,White,1
54,110724,24404,719,10,0.38129636504843234,Male,Hispanic,1
54,87843,30380,767,6,0.6108922391693254,Female,Black,1
60,59901,30520,318,25,0.2066114863097308,Female,White,0
23,31205,24173,664,21,0.3846289345437819,Male,Black,0
56,75661,28989,599,24,0.7936127755174686,Male,Asian,0
63,144661,47570,306,18,0.5493203386832298,Female,Asian,1
41,25906,29519,727,30,0.6730854170441589,Male,Black,1
28,22591,27439,416,25,0.33187808524843665,Female,Asian,0
30,145576,16413,806,35,0.6142887385006843,Male,Asian,1
51,82987,19995,845,22,0.03240733835305747,Female,White,1
42,83370,28559,624,12,0.098328946033796,Male,Black,1
24,100685,28513,354,24,0.1624564743360497,Female,White,1
69,130454,10021,341,1,0.32156153969217566,Male,Black,0
21,125487,37464,596,1,0.6765959026606105,Female,White,0
25,74400,26119,530,15,0.2770128406303444,Female,Hispanic,1
37,45150,34299,752,8,0.5236969548123703,Female,Hispanic,0
46,51852,44350,693,27,0.5674514358427868,Female,Black,0
68,62870,30517,821,12,0.46894588327067316,Male,Hispanic,1
62,139796,18117,657,34,0.285793574536109,Female,White,0
63,72756,27250,743,12,0.4616426733708354,Female,Black,1
27,135357,23950,427,30,0.273812474231797,Male,Hispanic,1
60,139052,22359,704,20,0.06709899084160967,Female,Hispanic,1
51,76481,28596,691,31,0.7942431825488115,Male,Black,0
43,21283,30530,492,33,0.10174596290600874,Female,Hispanic,0
58,53691,6262,377,7,0.05787870706884588,Female,Hispanic,0
66,21125,45150,384,1,0.7028245993657247,Female,Black,0
20,87065,27615,329,37,0.2414677287143161,Female,Hispanic,0
23,148734,8327,348,31,0.5202375792588061,Female,Hispanic,0
22,46170,34768,444,39,0.2632045837297863,Female,Hispanic,0
22,28438,33850,368,27,0.31316341663557695,Male,Hispanic,0
64,40095,47788,357,36,0.20969037761343723,Male,Asian,0
40,36154,21848,778,0,0.2744352046344082,Female,Black,1
66,28004,44542,744,9,0.3285603204692345,Female,Asian,1
26,29752,20160,595,3,0.5763328552738743,Male,Asian,0
52,75426,38998,470,34,0.40922895538783344,Male,White,1
37,128896,32230,446,9,0.7548521737255816,Female,Asian,0
66,46819,14076,783,10,0.03350431507102041,Female,Asian,1
59,122168,8805,605,13,0.40245465810562253,Female,White,0
52,112051,36085,745,37,0.4673798310653745,Female,Hispanic,1
67,147905,19715,520,11,0.7361575888594192,Female,Hispanic,0
35,44217,10750,677,16,0.03932681889714207,Female,Asian,0
34,145949,18232,565,15,0.45879966794817284,Male,White,0
41,108708,40903,394,34,0.6829039428223657,Female,Hispanic,0
20,52994,11953,561,1,0.19354218249538926,Female,White,0
49,35036,37093,370,10,0.70103387881915,Male,Black,0
52,97275,30500,518,2,0.015234727419433458,Male,Black,0
55,117756,27418,832,28,0.5859637033069838,Male,Black,1
30,69416,39314,391,17,0.7464905769349225,Male,Black,0
64,29587,27449,426,19,0.5257581293120498,Female,Asian,0
42,130053,22478,379,13,0.3512233951843584,Male,Black,1
26,115665,40179,537,33,0.03590481317817442,Male,Black,1
21,20645,30338,671,30,0.7360910506581031,Female,White,0
31,50930,31899,785,39,0.37623697815325985,Male,Hispanic,1
54,101835,9145,324,17,0.02319739546875841,Male,White,1
51,142232,37101,455,29,0.5518568570630096,Female,Asian,0
28,50090,7775,816,24,0.38546980286100657,Female,Black,1
58,107489,36647,829,18,0.09947625395392859,Female,Hispanic,1
20,72142,24539,356,7,0.17141744744820767,Female,Hispanic,0
45,131979,41738,318,27,0.05159254436467702,Female,Black,1
46,46475,31616,683,7,0.45943483176685884,Female,Black,0
26,38888,19119,492,30,0.4976235834016074,Female,Asian,0
20,63732,30159,536,2,0.4045938386843555,Male,Asian,0
42,101623,42099,686,2,0.653681706402092,Male,Black,1
51,66305,15295,725,21,0.6888070570464109,Female,Black,1
29,66037,39710,576,16,0.4924995173465013,Male,Black,0
59,29346,29685,526,35,0.010205183765944438,Female,Black,0
26,20587,30479,622,16,0.5561837245981885,Male,Hispanic,0
32,32763,38629,452,13,0.3343993735362813,Female,Asian,0
57,79165,47043,536,8,0.4524459865811096,Male,Black,0
42,127481,22033,354,29,0.5192644816151075,Female,Black,0
22,89615,41902,735,20,0.28018929146166144,Male,Hispanic,1
28,56116,49571,408,11,0.7336788041374355,Female,White,0
51,140987,20408,483,36,0.10717989339982498,Male,Black,1
41,105751,22420,667,31,0.53720944582483,Male,Hispanic,0
32,111353,21351,497,10,0.0034876639652643426,Female,Hispanic,0
55,110301,9131,670,19,0.7397208843241447,Male,White,1
25,115648,49825,672,34,0.0900033065904732,Male,Asian,0
22,45556,16349,796,10,0.07590738411805971,Male,Asian,1
65,79042,49254,500,7,0.2664061064417954,Male,Asian,0
43,38099,43225,808,3,0.29885302883126447,Male,Black,1
35,129089,43847,621,26,0.1714400578583029,Female,Asian,1
23,65096,17453,574,39,0.4680973287416998,Female,Black,0
54,91986,23814,510,37,0.3543312784335709,Male,Black,0
65,33230,23263,803,29,0.027340471232869937,Female,Hispanic,1
30,49009,17158,417,26,0.2557216498042405,Male,Asian,0
45,90969,20735,341,20,0.6483463308585364,Female,Asian,0
22,53866,20830,614,19,0.5517612278894949,Male,Asian,0
30,125400,49673,628,3,0.5798966828639044,Male,Black,0
34,104246,28926,316,10,0.5584935392668189,Male,Black,1
67,96975,39779,582,12,0.24877841710642665,Male,Asian,1
57,61855,8373,557,8,0.0797311376614207,Female,Black,0
62,101557,15335,318,3,0.2179737472264768,Female,Black,1
49,26416,28741,828,11,0.6654282401481275,Female,White,0
46,92516,15692,722,8,0.784376638226457,Male,White,1
68,75915,39057,765,12,0.3950776117932491,Female,Asian,1
20,38058,6447,672,25,0.007760283938433777,Female,Asian,0
57,96637,24583,380,37,0.11203584970738323,Male,White,1
51,60718,27765,847,12,0.25766446025301265,Male,Black,1
57,52602,28906,723,38,0.46286827887435983,Male,Black,0
44,94658,24567,728,27,0.06007491664425118,Female,Hispanic,1
30,98112,19139,687,18,0.7546858389679053,Female,Asian,0
62,78067,43230,503,23,0.2920669386275206,Male,Asian,1
50,47516,24520,495,18,0.7300673743398585,Female,Asian,0
23,149295,24702,584,12,0.6244174422056175,Male,Hispanic,0
41,107969,30566,495,12,0.6043498180124649,Female,Hispanic,0
36,21089,12657,606,27,0.4853756638257856,Male,Black,0
33,57346,42688,313,1,0.5014270536414757,Female,White,0
57,94663,35134,445,9,0.5104025881729986,Female,White,0
45,30487,15345,356,21,0.5029771096204657,Female,White,0
50,20155,46185,509,12,0.44298258511868904,Male,Black,0
65,143950,32413,828,8,0.7891312147863112,Male,White,1
58,87494,10208,643,32,0.5858324539405569,Male,Hispanic,0
30,96229,38455,578,13,0.621557110714017,Female,Hispanic,0
60,124648,33018,508,19,0.6979702520669394,Male,Asian,0
62,58547,13080,634,14,0.17251181018067935,Female,White,0
42,48795,26902,587,31,0.06704332727604863,Male,Hispanic,0
59,75296,14486,551,32,0.38631554927887896,Male,Asian,0
53,41447,43862,564,16,0.41126455649541854,Female,White,0
44,56598,26158,570,23,0.6633454239599342,Female,White,0
55,61814,45460,718,29,0.3550268634258686,Male,Hispanic,1
24,110751,48856,510,12,0.4566824204354502,Male,Asian,0
22,145118,40871,664,15,0.4216567508107667,Female,Asian,0
60,95330,40208,375,1,0.030562227005912847,Female,Hispanic,1
62,141347,25519,620,16,0.4921719172775312,Male,Hispanic,1
68,118745,36379,732,31,0.6624346286194018,Female,Hispanic,1
48,107960,33378,408,7,0.12600043846064307,Male,White,1
40,83278,44892,821,2,0.4754653871412766,Male,Hispanic,1
59,75077,19031,346,11,0.4748884355571315,Male,Hispanic,0
27,132782,19536,678,19,0.131347971245087,Female,Black,0
49,142046,5446,395,15,0.09877085898458882,Male,Hispanic,1
60,122932,41683,402,13,0.7840415543811878,Male,Hispanic,0
47,91906,22618,445,15,0.3149753357224301,Female,White,0
56,29528,11587,326,32,0.18193738297882345,Female,Asian,0
48,113812,36480,829,29,0.13705963556349995,Female,White,1
35,70100,37994,381,11,0.534081370866588,Male,Black,0
53,129869,25527,727,14,0.48755623786182306,Female,Hispanic,1
19,28179,28569,778,17,0.514841698389934,Female,Hispanic,0
31,68781,16151,461,27,0.0704048220091618,Male,Hispanic,1
30,75267,10558,701,22,0.7148276667987497,Male,Hispanic,1
46,102379,49739,807,13,0.31141311744723865,Male,Hispanic,1
29,43952,37954,337,29,0.25069552514428634,Male,Hispanic,0
56,73798,48837,810,32,0.36988915779819137,Female,Black,1
19,118696,40303,692,14,0.3120528525981026,Male,Hispanic,0
49,130434,39700,793,6,0.6908616025113168,Female,Hispanic,1
30,70939,32500,499,14,0.7434087801583137,Male,Hispanic,1
63,49516,7032,554,37,0.24276257315968497,Male,Black,0
44,76526,6252,478,10,0.6911486459679639,Female,Hispanic,0
